x_m,y_m,r_m,phi_deg,E_diam_given_detectable_m,E_diam_mixed_mm,p_detectable,cov_weight,Dmin_m,Dmax_m,E_diam_err_given_detectable_m,E_diam_err_mixed_m,cov_err,n_ok,usable,near_axis_unusable_band
-300.0,-1290.0,1324.4244,256.9081,137.795234,137.795234,1.0,1.0,29.007772,212.967224,140.856218,140.856218,1.0,300,1,0
-270.0,-1290.0,1317.953,258.1785,134.977234,134.977234,1.0,1.0,28.748769,208.952429,139.953076,139.953076,1.0,300,1,0
-240.0,-1290.0,1312.1357,259.4608,132.21113,132.21113,1.0,1.0,28.514719,204.9909,130.52398,130.52398,1.0,300,1,0
-210.0,-1290.0,1306.9813,260.7539,129.496957,129.496957,1.0,1.0,28.305562,201.082718,126.211207,126.211207,1.0,300,1,0
-180.0,-1290.0,1302.4976,262.0565,126.834749,126.834749,1.0,1.0,28.121235,197.227968,124.089161,124.089161,1.0,300,1,0
-150.0,-1290.0,1298.6916,263.3675,124.224538,124.224538,1.0,1.0,27.961679,193.42674,124.652569,124.652569,1.0,300,1,0
-120.0,-1290.0,1295.5694,264.6855,121.666353,121.666353,1.0,1.0,27.826832,189.679126,122.974113,122.974113,1.0,300,1,0
-90.0,-1290.0,1293.1357,266.0091,119.160223,119.160223,1.0,1.0,27.716635,185.985223,121.944479,121.944479,1.0,300,1,0
-60.0,-1290.0,1291.3946,267.337,116.706176,116.706176,1.0,1.0,27.631027,182.345131,112.959224,112.959224,1.0,300,1,0
-30.0,-1290.0,1290.3488,268.6678,114.304233,114.304233,1.0,1.0,27.569949,178.758952,114.020794,114.020794,1.0,300,1,0
0.0,-1290.0,1290.0,270.0,111.954417,111.954417,1.0,1.0,27.53334,175.226793,108.475423,108.475423,1.0,300,1,0
30.0,-1290.0,1290.3488,271.3322,109.656743,109.656743,1.0,1.0,27.52299,171.748764,112.197813,112.197813,1.0,300,1,0
60.0,-1290.0,1291.3946,272.663,107.411242,107.411242,1.0,1.0,27.557488,168.324978,106.550563,106.550563,1.0,300,1,0
90.0,-1290.0,1293.1357,273.9909,105.218043,105.218043,1.0,1.0,27.61634,164.95555,101.977505,101.977505,1.0,300,1,0
120.0,-1290.0,1295.5694,275.3145,103.077344,103.077344,1.0,1.0,27.699543,161.6406,101.565992,101.565992,1.0,300,1,0
150.0,-1290.0,1298.6916,276.6325,100.989413,100.989413,1.0,1.0,27.807098,158.380248,100.015867,100.015867,1.0,300,1,0
180.0,-1290.0,1302.4976,277.9435,98.954586,98.954586,1.0,1.0,27.939006,155.174618,97.068803,97.068803,1.0,300,1,0
210.0,-1290.0,1306.9813,279.2461,96.973267,96.973267,1.0,1.0,28.095266,152.023836,99.098336,99.098336,1.0,300,1,0
240.0,-1290.0,1312.1357,280.5392,95.045926,95.045926,1.0,1.0,28.275878,148.928029,94.640071,94.640071,1.0,300,1,0
270.0,-1290.0,1317.953,281.8215,93.173099,93.173099,1.0,1.0,28.480843,145.887325,96.935637,96.935637,1.0,300,1,0
300.0,-1290.0,1324.4244,283.0919,91.355381,91.355381,1.0,1.0,28.710159,142.901854,93.89192,93.89192,1.0,300,1,0
330.0,-1290.0,1331.5405,284.3493,89.593427,89.593427,1.0,1.0,28.963828,139.971743,89.437203,89.437203,1.0,300,1,0
360.0,-1290.0,1339.2909,285.5928,87.88795,87.88795,1.0,1.0,29.241849,137.097123,88.793412,88.793412,1.0,300,1,0
390.0,-1290.0,1347.6646,286.8214,86.239717,86.239717,1.0,1.0,29.544222,134.27812,87.494644,87.494644,1.0,300,1,0
420.0,-1290.0,1356.6503,288.0343,84.649547,84.649547,1.0,1.0,29.870947,131.51486,83.85452,83.85452,1.0,300,1,0
450.0,-1290.0,1366.2357,289.2307,83.118296,83.118296,1.0,1.0,30.222024,128.807466,85.132585,85.132585,1.0,300,1,0
480.0,-1290.0,1376.4084,290.4099,81.646862,81.646862,1.0,1.0,30.597454,126.156056,81.952449,81.952449,1.0,300,1,0
510.0,-1290.0,1387.1554,291.5713,80.236231,80.236231,1.0,1.0,30.997236,123.560744,82.668704,82.668704,1.0,300,1,0
540.0,-1290.0,1398.4634,292.7144,78.887402,78.887402,1.0,1.0,31.42137,121.021639,77.223387,77.223387,1.0,300,1,0
570.0,-1290.0,1410.3191,293.8387,77.601418,77.601418,1.0,1.0,31.869856,118.53884,75.336434,75.336434,1.0,300,1,0
600.0,-1290.0,1422.7087,294.9439,76.379356,76.379356,1.0,1.0,32.342695,116.11244,76.166079,76.166079,1.0,300,1,0
630.0,-1290.0,1435.6183,296.0296,75.22233,75.22233,1.0,1.0,32.839885,113.742519,74.704118,74.704118,1.0,300,1,0
660.0,-1290.0,1449.0342,297.0956,74.131487,74.131487,1.0,1.0,33.361428,111.429146,73.434764,73.434764,1.0,300,1,0
690.0,-1290.0,1462.9422,298.1416,73.108004,73.108004,1.0,1.0,33.907323,109.172378,71.214684,71.214684,1.0,300,1,0
720.0,-1290.0,1477.3287,299.1676,72.153091,72.153091,1.0,1.0,34.477571,106.972253,72.191412,72.191412,1.0,300,1,0
